date,provider,headline,sentiment,tickers
Jul-23-2025,Dow Jones Newswires,Sign in to read exclusive news,Neutral,
Jul-23-2025,MT Newswires,Sign in to read exclusive news,Neutral,
Jul-23-2025,MT Newswires,Sign in to read exclusive news,Neutral,
Jul-23-2025,MT Newswires,Australia's Mitchell Services drops on lower fourth-quarter earnings,Bullish,
Jul-23-2025,Reuters,Sign in to read exclusive news,Neutral,
Jul-23-2025,MT Newswires,Sign in to read exclusive news,Neutral,
Jul-23-2025,MT Newswires,Sign in to read exclusive news,Neutral,
Jul-23-2025,,LCID: Lucid Stock Powers Up 11% After Greenlight to Use Tesla’s Charging Network,Bearish,
Jul-23-2025,TradingView,USD/JPY: Yen Seeks Direction Against Greenback After Trump Unveils ‘Massive’ Deal with Japan,Bearish,
Jul-23-2025,TradingView,"SPX: S&P 500 Climbs to Fresh Record High Ahead of Alphabet, Tesla Earnings Updates",Bearish,S & P
Jul-22-2025,TradingView,"XAU/USD: Gold Prices Ricochet Off $3,400 as Traders Eye String of Key Updates",Bullish,
Jul-22-2025,TradingView,OPEN: Opendoor Stock Goes Vertical as Meme Trading Roars Back — Here’s What Happened,Neutral,OPEN
Jul-22-2025,TradingView,IXIC: Nasdaq Composite Pops 0.4% for Another Record. Big Tech Earnings Ahead.,Bearish,
Jul-21-2025,TradingView,TSLA: Tesla Stock Jumps to Start Its Earnings Week. Here’s What Traders Are Watching.,Neutral,
Jul-21-2025,TradingView,DPZ: Domino’s Pizza Stock Rises 6% — Investors Bite as the Dough Keeps Rolling In,Bearish,
Jul-21-2025,TradingView,EUR/USD: Euro Collects Pips to $1.1650 as EU Leaders Meet Up to Discuss No-Deal Path with US,Bearish,"EU, US"
Jul-21-2025,TradingView,"SPX: S&P 500 Futures Rise as Traders Look to Packed Week of Tech Earnings, Trade Updates",Bearish,S & P
Jul-18-2025,TradingView,NFLX: Netflix Stock Dips 2% as Quarterly Revenue Hits Record $11 Billion. What’s the Fuss About?,Bullish,NFL
Jul-18-2025,TradingView,LCID: Lucid Stock Goes on Wild Ride After Uber Pledges $300 Million for Robotaxis,Bearish,U
Jul-18-2025,TradingView,IXIC: Nasdaq Composite Soars to New Record as Nvidia Stock Keeps Printing Massive Gains,Bearish,
Jul-18-2025,TradingView,SPX: S&P 500 Logs Ninth Record Close of 2025 as Retail Sales Surprise to Upside,Bearish,S & P
Jul-17-2025,TradingView,XAU/USD: Gold Prices Erase Rumor-Driven Gains After Powell Drama Fizzles Out,Bullish,
Jul-17-2025,TradingView,Volvo Stock Zig-Zags After Swedish Carmaker Posts Sharp Drop in Operating Profit,Bullish,Z
Jul-17-2025,TradingView,"ETH/USD: Ether Prices Soar Above $3,400 as Peter Thiel Builds Stake in ETH-Holding Firm",Bearish,
Jul-16-2025,TradingView,GS: Goldman Sachs Stock Pops as Earnings Crush Estimates. Thank Equity Traders… Again,Bullish,
Jul-16-2025,TradingView,"GBP/USD: Sterling Pops Above $1.34 After UK Inflation in June Hits 3.6%, Topping Estimates",Bearish,
Jul-16-2025,TradingView,"DJI: Dow Jones Washes Out 430 Points as Inflation Data, Bank Earnings Fan Concerns",Bullish,
Jul-15-2025,TradingView,US CPI: June Inflation Outruns Consensus Calls with 2.7% Increase as Tariffs Bite. Uh-Oh?,Bullish,US
Jul-23-2025,,China Financial Services Grants RMB18 Million Loan To Co Engaged In Tech Development Service,Bearish,R
Jul-23-2025,ReutersRefinitiv,Third Point Investors Update On Proposed Recommended Acquisition Of Malibu Life Reinsurance SPC,Neutral,
Jul-23-2025,ReutersRefinitiv,"Street View: RTX has strong flight path, analysts say",Bearish,RTX
Jul-23-2025,ReutersRefinitiv,Street View: Danaher could lean on bioprocessing strength to withstand macro headwinds,Bearish,
Jul-23-2025,Reuters,UK's Alpha Group shares hit record high after Corpay's $2.2 billion takeover deal,Bearish,UK
Jul-23-2025,Reuters,India Dr Reddy's Exec Says Co Planning To Launch Generic Semaglutide In 87 Countries Next Year,Neutral,
Jul-23-2025,Reuters,Czech Defence Ministry Says Rheinmetall To Provide Service Support For Leopard 2A4 Tanks For Army,Bearish,
Jul-23-2025,Reuters,"Boston Scientific, GE Vernova, General Electric",Neutral,
Jul-23-2025,Reuters,BRIEF-Greene County Bancorp Q2 EPS USD 0.55,Bearish,
Jul-23-2025,Reuters,Polymarket CEO Shayne Coplan Explores Launching Own Stablecoin - CNBC Interview,Neutral,CNBC
Jul-23-2025,Reuters,French minister Retailleau breaks with Macron as 2027 succession race heats up,Bullish,
Jul-23-2025,Reuters,"Most Gulf stocks rebound on earnings, US-Japan trade deal",Bearish,US
Jul-23-2025,Reuters,"Crusoe, The Startup Developing A Giant Data Center For OpenAI's $500 Billion Stargate Effort Is Raising Around $1 Billion - The Information",Neutral,
Jul-23-2025,Reuters,American Electric Power Says Sara Martinez Tucker Resigns As Chair Of Board,Bullish,
Jul-23-2025,Reuters,ENDRA Life Sciences Authorizes Cryptocurrency Treasury Strategy,Neutral,
Jul-23-2025,Reuters,Capitol Federal Q3 net income rises to $18.4 mln,Bearish,
Jul-23-2025,Reuters,Marvell Appoints Rajiv Ramaswami To Its Board Of Directors,Neutral,
Jul-23-2025,Reuters,Third Point Launches Insurance Solutions Fund To Provide Private Credit Opportunities For Insurance Companies,Neutral,
Jul-23-2025,Reuters,Mainstreet Bancshares' Board To Consider Future Dividends After Financial Review,Neutral,
Jul-23-2025,Reuters,India's IndusInd Bank allows promoters to nominate up to two directors for board,Neutral,
Jul-23-2025,Reuters,Lender First Community's Q2 net income up 58.8%,Bearish,
Jul-23-2025,Reuters,Former Cruise President And CTO Mohamed Elshenawy Joins Kodiak Robotics Board Of Directors,Neutral,
Jul-23-2025,Reuters,Govini Announced Significant Award To Expand Role In U.S. Army's Next Generation Command And Control Program,Bearish,
Jul-23-2025,Reuters,BASF And AltaGas Sign Long-Term Butane Supply Agreement,Bearish,BASF
Jul-23-2025,Reuters,Avidity Biosciences Receives FDA Breakthrough Therapy Designation For Duchenne Muscular Dystrophy Treatment,Bearish,FDA
Jul-23-2025,Reuters,"US natgas prices slide 3% to 2-month low on near-record output, lagging LNG exports",Bullish,"L, US"
Jul-23-2025,Reuters,BASF And Altagas Sign Long-Term Butane Supply Agreement,Bearish,BASF
Jul-23-2025,Reuters,"Trump again calls for Fed board to act, says Powell 'doesn't get it'",Bullish,
Jul-23-2025,Reuters,Lucid Launches Collaborative with Critical Minerals Producers to Further Strengthen Supply Chain for American Automotive and EV Manufacturing,Bearish,
Jul-23-2025,Reuters,The University Of Melbourne Selects Rimini Street To Reduce Risk And Accelerate Innovation Around Its Oracle Systems,Bearish,
Jul-23-2025,,Canadian New Home Prices Fall for Third Month,Bullish,
Jul-23-2025,Trading Economics,El Salvador Trade Deficit Widens in June,Bullish,
Jul-23-2025,Trading Economics,"Palladium Tops $1,300 on Trade Tensions and Conflict",Bullish,
Jul-23-2025,Trading Economics,US Natgas Prices Fall to 9-Week Low,Bullish,US
Jul-23-2025,Trading Economics,Baltic Dry Index Soars to 1-Year High,Bearish,
Jul-23-2025,Trading Economics,Natural gas Hits 9-week Low,Bullish,
Jul-23-2025,Trading Economics,Kosovo Trade Gap Widens in June,Bearish,
Jul-23-2025,Trading Economics,Nigeria GDP Grow By 3.13% in Q1 2025,Bearish,
Jul-23-2025,Trading Economics,Sugar Falls Toward 4-Year Low,Bullish,
Jul-23-2025,Trading Economics,Oil Falls for 4th Session,Bullish,
Jul-23-2025,Trading Economics,WTI Crude Falls for 4th Session,Bullish,
Jul-23-2025,Trading Economics,Treasury Yields Rebound,Bullish,
Jul-23-2025,Trading Economics,Indian Stocks Close Firmly Higher,Bearish,
Jul-23-2025,Trading Economics,US Futures Surge on Positive Trade Developments,Bearish,
Jul-23-2025,Trading Economics,South African Yields Drop as Inflation Stays Tame,Bullish,
Jul-23-2025,Trading Economics,Copper Rises to Record High,Bearish,
Jul-23-2025,Trading Economics,US Mortgage Rates at 4-Week High: MBA,Neutral,
Jul-23-2025,Trading Economics,US Mortgage Applications Inch Higher,Bearish,
Jul-23-2025,Trading Economics,Steel Hovers at 4-Month High,Bearish,
Jul-23-2025,Trading Economics,Cocoa Market Strength Persists Despite Recent Dip,Bearish,
Jul-23-2025,Trading Economics,Arabica Coffee Market Remains Stable,Bearish,
Jul-23-2025,Trading Economics,The SENSEX Index Closes 0.66% Higher,Bullish,
Jul-23-2025,Trading Economics,UK Natural Gas Futures Hover at 3-Week Low,Bullish,
Jul-23-2025,Trading Economics,Stocks in Bosnia And Herzegovina Hit 16-year High,Bearish,
Jul-23-2025,Trading Economics,Stocks in Italy Hit Near 18-year High,Bearish,
Jul-23-2025,Trading Economics,Slovenia Consumer Confidence Weakens,Bullish,
Jul-23-2025,Trading Economics,Taiwan Retail Sales Contract for Third Consecutive Month,Bearish,
Jul-23-2025,Trading Economics,Euro Remains Close to Four-Year High Amid Renewed Trade Optimism,Bearish,
Jul-23-2025,Trading Economics,Italian Bond Yields Rebound as Trade Hopes Rise,Bearish,
Jul-23-2025,Trading Economics,Hang Seng Rallies to Near 4-Year High at Close,Bearish,
Jul-23-2025,,"MCX to Announce Q1 FY26 Results on August 4, 2025",Neutral,MCX
Jul-23-2025,Moneycontrol,Religare Enterprises: RBI Lifts Corrective Action Plan on Religare Finvest,Bearish,
Jul-23-2025,Moneycontrol,"Tata Power to Hold Analyst Call on August 1, 2025, to Discuss Q1 FY26 Results",Neutral,
Jul-23-2025,Moneycontrol,"This Mukul Agrawal-backed smallcap stock surges 20%, rallies nearly 45% in two weeks",Bearish,
Jul-23-2025,Moneycontrol,Persistent Systems Q1 Net Profit Rises 9.8% YoY to ₹424.9 crore,Bearish,
Jul-23-2025,Moneycontrol,Jaiprakash Power Ventures to Consider Q1 FY26 Results on July 30,Neutral,
Jul-23-2025,Moneycontrol,"NATCO Pharma to Acquire 35.75% Stake in Adcock Ingram for ₹2,000 Crore",Neutral,
Jul-23-2025,Moneycontrol,Thyrocare Q1FY26 Net Profit Jumps 62% YoY to ₹38.06 Crore,Bearish,
Jul-23-2025,Moneycontrol,"Taking Stock: Nifty above 25,200 on buying support, ICICI and HDFC Bank hit record but broader markets underperform",Bearish,ICICI
Jul-23-2025,Moneycontrol,"Aditya Birla Real Estate Q1 FY26 Booking Value Up 61% YoY to ₹4,225 Million",Bearish,
Jul-23-2025,Moneycontrol,Gainers & Losers: Top 10 stocks that moved the most on July 23,Neutral,
Jul-23-2025,Moneycontrol,"MAS Financial Services Q1 Net Profit Rises to ₹83.90 Crore, Up 19.13% YoY",Bearish,
Jul-23-2025,Moneycontrol,Patanjali Foods shares trade flat amid high volume in today's session,Bullish,
Jul-23-2025,Moneycontrol,Neutral Havells India; target of Rs 1680: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,Fortis Healthcare shares jump over 2% amid volume surge,Bearish,
Jul-23-2025,Moneycontrol,Neutral Can Fin Homes; target of Rs 900: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,Sell MRPL; target of Rs 100: Motilal Oswal,Neutral,MRPL
Jul-23-2025,Moneycontrol,Sell India Cements; target of Rs 280: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,"Buy UltraTech Cement; target of Rs 14,600: Motilal Oswal",Neutral,
Jul-23-2025,Moneycontrol,Jain Irrigation Board Meeting on July 26 to Consider Q1 FY26 Results,Neutral,
Jul-23-2025,Moneycontrol,Buy Eternal; target of Rs 330: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,Buy Larsen and Toubro Finance; target of Rs 250: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,Buy J K Cement; target of Rs 7300: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,Buy Transport Corporation of India; target of Rs 1420: Motilal Oswal,Neutral,
Jul-23-2025,Moneycontrol,"Syngene Q1 FY26 Revenue Up 11% YoY to ₹875 Crore, Net Profit Jumps 59%",Bearish,S
Jul-23-2025,Moneycontrol,"SRF Declares ₹4/Share Interim Dividend, Record Date July 29",Neutral,SRF
Jul-23-2025,Moneycontrol,Phoenix Mills share price falls 1.28% amid high volume,Bullish,
Jul-23-2025,Moneycontrol,Kalyan Jewellers India shares rise 2.18%; among top gainers on Nifty Midcap 150,Bearish,
Jul-23-2025,Moneycontrol,"Vishnu Chemicals Announces AGM on August 14, 2025, to Approve Final Dividend of ₹0.30 Per Share",Neutral,AG
Jul-23-2025,Moneycontrol,Tata Consultancy Services shares rise over 0.5% in Wednesday's session,Bearish,
Jul-23-2025,,Travel & Leisure Co. SEC 10-Q Report,Neutral,SEC
Jul-23-2025,TradingView,"John Marshall Bancorp, Inc. Reports Q2 2025 Financial Results",Neutral,
Jul-23-2025,TradingView,PROG Holdings Reports Second Quarter 2025 Results,Neutral,
Jul-23-2025,TradingView,NextEra Energy Reports Strong Second-Quarter 2025 Financial Results,Bearish,
Jul-23-2025,TradingView,NEXTERA ENERGY INC SEC 10-Q Report,Neutral,SEC
Jul-23-2025,TradingView,Stock Yards Bancorp Reports Record Second Quarter Earnings,Bearish,
Jul-23-2025,TradingView,Fiserv Reports Second Quarter 2025 Results,Neutral,
Jul-23-2025,TradingView,CME Group Inc. Reports All-Time Record Revenue for Q2 2025,Bearish,C
Jul-23-2025,TradingView,"Healthcare Services Group, Inc. Reports Second Quarter Results",Bullish,
Jul-23-2025,TradingView,Mr. Cooper Group Inc. SEC 10-Q Report,Neutral,SEC
Jul-23-2025,TradingView,Lennox Reports Second Quarter Results,Neutral,
Jul-23-2025,TradingView,AT&T Reports Strong Second-Quarter Financial Performance,Bearish,
Jul-23-2025,TradingView,Hasbro Reports Second Quarter 2025 Financial Results,Neutral,
Jul-23-2025,TradingView,Boston Scientific Q2 2025 Financial Results,Neutral,
Jul-23-2025,TradingView,"Prosperity Bancshares, Inc. Reports Second Quarter 2025 Earnings",Neutral,
Jul-23-2025,TradingView,GE Vernova Inc. SEC 10-Q Report,Neutral,SEC
Jul-23-2025,TradingView,Taylor Morrison Reports Second Quarter 2025 Results,Neutral,
Jul-23-2025,TradingView,Otis Worldwide Corporation Reports Second Quarter 2025 Results,Neutral,
Jul-23-2025,TradingView,Thermo Fisher Scientific Reports Second Quarter 2025 Results,Neutral,
Jul-23-2025,TradingView,Aquaron Acquisition Corp. SEC 10-Q Report,Neutral,SEC
Jul-23-2025,TradingView,LCID: Lucid Stock Powers Up 11% After Greenlight to Use Tesla’s Charging Network,Bearish,
Jul-23-2025,TradingView,USD/JPY: Yen Seeks Direction Against Greenback After Trump Unveils ‘Massive’ Deal with Japan,Bearish,
Jul-23-2025,TradingView,"SPX: S&P 500 Climbs to Fresh Record High Ahead of Alphabet, Tesla Earnings Updates",Bearish,S & P
Jul-23-2025,TradingView,Natera Executives and Directors Conduct Stock Transactions,Neutral,
Jul-23-2025,TradingView,"MeiraGTx Holdings plc CFO & COO Richard Giroux Sells 24,000 Shares",Neutral,
Jul-23-2025,TradingView,"Applied Energetics CEO Emeritus Sells 10,000 Shares",Neutral,
Jul-23-2025,TradingView,AlTi Global Officer Sells Shares,Neutral,
Jul-23-2025,TradingView,TKO Group Holdings Director Nick Khan Sells Shares,Neutral,
Jul-23-2025,TradingView,DraftKings Chief Legal Officer Sells Over $4.5 Million in Shares,Neutral,
Jul-23-2025,TradingView,Puma Biotechnology Director Sells Shares,Neutral,
Jul-23-2025,,Forget the Hype—TSMC Is the AI Stock That Actually Delivers,Neutral,TSMC
Jul-23-2025,MarketBeat,Block Levels Up: What S&P 500 Inclusion Means for Investors,Neutral,S & P
Jul-23-2025,MarketBeat,Steel Dynamics Stock Steady on Long-Term Prospects,Bearish,
Jul-22-2025,MarketBeat,"Defense Sector Q2 Recap: Lockheed, RTX, Northrop Grumman",Neutral,RTX
Jul-22-2025,MarketBeat,3 Reasons Palo Alto Networks Is Becoming a Wall Street Favorite,Neutral,
Jul-22-2025,MarketBeat,Vertical Aerospace Stock Trades at Discount After VX4 Milestone,Neutral,V
Jul-22-2025,MarketBeat,Analysts Are Backing Qualcomm: Is a Breakout Coming?,Neutral,
Jul-22-2025,MarketBeat,GameStop: Clarity Brings Renewed Confusion for Meme Stock,Neutral,C
Jul-22-2025,MarketBeat,TSLA Earnings Week: Can Tesla Break Through $350?,Neutral,
Jul-22-2025,MarketBeat,"Goldman, Morgan Stanley, & BofA: Diverging Paths After Earnings",Neutral,
Jul-21-2025,MarketBeat,Kinder Morgan: At the Hotspot of the Natural Gas Revolution,Neutral,
Jul-21-2025,MarketBeat,How Robinhood Stock Benefits From New Pro Gambling Tax Changes,Neutral,
Jul-21-2025,MarketBeat,Is China Investable Again? 2 Stocks Soaring as Tensions Ease,Bullish,
Jul-21-2025,MarketBeat,Q2 Could Be the Catalyst PayPal Investors Have Been Waiting For,Neutral,
Jul-21-2025,MarketBeat,Iron Mountain Down 23% From Its 1-Year High—Is It Undervalued?,Bullish,
Jul-19-2025,MarketBeat,PepsiCo Bottomed Out—Time to Chugalug This Blue-Chip Buy?,Neutral,P
Jul-19-2025,MarketBeat,Why Pure Storage Is a Core Investment for the AI Era,Neutral,
Jul-19-2025,MarketBeat,Unity’s New Ad Solutions Drive Stock to 52-Week High,Bearish,
Jul-18-2025,MarketBeat,Why Abbott Laboratories Is a Q2 2025 Buy: Growth & Yield,Neutral,
Jul-18-2025,MarketBeat,"CSX Stock Rally: Strong Options Flow, Analyst Price Targets",Bearish,
Jul-18-2025,MarketBeat,Snap-On: Snap Up This Strong Signal While It’s Still Cheap,Neutral,
Jul-18-2025,MarketBeat,Netflix Q2 2025 Earnings: What Investors Need to Know,Neutral,
Jul-18-2025,MarketBeat,Full Steam Ahead: The Bullish Case for Carnival Stock,Neutral,
Jul-18-2025,MarketBeat,How Goldman Sachs Earnings Help You Strategize Your Portfolio,Neutral,
Jul-18-2025,MarketBeat,3 Catalysts Driving Plug Power’s Turnaround Case,Neutral,
Jul-18-2025,MarketBeat,High-Flying GE Aerospace Drops After Blowout Q2 — What Now?,Bullish,
Jul-18-2025,MarketBeat,Why Prologis May Be the Smartest Backdoor Bet on AI Real Estate,Neutral,
Jul-18-2025,MarketBeat,The Trade Desk's S&P 500 Entry: Ad-Tech Stock as a Core Holding?,Neutral,S & P
Jul-17-2025,MarketBeat,AI Infrastructure Is Exploding—Don’t Overlook CoreWeave & Nebius,Neutral,
Jul-17-2025,MarketBeat,Trump Tailwind? How the BBB Could Boost DraftKings Stock,Neutral,BBB
Jul-23-2025,,Cotton Bulls Manage to Sneak Out Gains on Tuesday,Bearish,
Jul-23-2025,Barchart,Cattle Turn Mixed into the Close,Neutral,
Jul-23-2025,Barchart,Corn Weakness Extends to the Tuesday Close,Neutral,
Jul-23-2025,Barchart,Hogs Post Mixed Trade on Tuesday,Bullish,
Jul-23-2025,Barchart,Soybeans Close on the Lower Side of Unchanged,Bullish,
Jul-23-2025,Barchart,Wheat Pop Higher on Turnaround Tuesday,Bearish,
Jul-23-2025,Barchart,"Nasdaq Pressured by Chip Stocks, But Broad Market Supported by Lower T-note Yields",Bullish,
Jul-23-2025,Barchart,Dollar Falls due to Lower T-note Yields,Bullish,
Jul-23-2025,Barchart,Crude Oil Price Fall on Concern About Energy Demand,Bullish,
Jul-23-2025,Barchart,Forecasts for Milder US Weather Weigh on Nat-Gas Prices,Bullish,US
Jul-23-2025,Barchart,Sugar Prices Settle Lower as Brazil Boosts Sugar Production,Bullish,
Jul-23-2025,Barchart,Signs of Weak Chocolate Demand Undercut Cocoa Prices,Bullish,
Jul-23-2025,Barchart,Frost Threats in Brazil Push Coffee Prices Sharply Higher,Bullish,
Jul-22-2025,Barchart,Cattle Futures Turn Higher as Tuesday Progresses,Bearish,
Jul-22-2025,Barchart,"Corn Pullback Extends into Midday, well off of Lows",Bearish,
Jul-22-2025,Barchart,Famous Last Words? Cotton Not Doing Much,Neutral,
Jul-22-2025,Barchart,Hogs Still Seeking Direction on Tuesday,Neutral,
Jul-22-2025,Barchart,Some Soybeans Climb Back into Plus Territory Tuesday Morning,Bearish,
Jul-22-2025,Barchart,Wheat Attempting Turnaround Tuesday,Bearish,
Jul-22-2025,Barchart,Sugar Prices Pressured by Expectations of Stronger Brazil Sugar Production,Bullish,
Jul-22-2025,Barchart,NY Cocoa Erases Early Gains on Signs of Weak Chocolate Demand,Bullish,
Jul-22-2025,Barchart,Coffee Prices Rise on Frost Threats in Brazil,Bullish,
Jul-22-2025,Barchart,Crude Oil Prices Fall on Concern Tariffs Will Slow Growth and Energy Demand,Bullish,
Jul-22-2025,Barchart,Stocks Slip on Weakness in Chip Makers and Disappointing Earnings,Bullish,
Jul-22-2025,Barchart,Dollar Weakens and Gold Rallies as T-note Yields Slide,Bullish,
Jul-22-2025,Barchart,Stocks Pressured by Chip Stock Weakness,Bullish,
Jul-22-2025,Barchart,Cattle Look to Tuesday After New Highs on Monday,Bearish,
Jul-22-2025,Barchart,Corn Pullback Continues on Tuesday Morning,Bullish,
Jul-22-2025,Barchart,Cotton Holding Steady on Tuesday Morning,Bearish,
Jul-22-2025,Barchart,Hogs Look to Tuesday with Cutout Strength,Bullish,
Jul-23-2025,,The dead don’t spend Bitcoin: How to set up a crypto inheritance plan (before it’s too late),Neutral,
Jul-23-2025,Cointelegraph,"Crypto entrepreneurs were fleeing America, but we can bring them back",Neutral,
Jul-23-2025,Cointelegraph,"Goldman Sachs, BNY Mellon to offer tokenized money market funds for clients",Neutral,
Jul-23-2025,Cointelegraph,How high can XRP price go from its $3.66 multimonth high?,Neutral,X
Jul-23-2025,Cointelegraph,"Crypto adoption in 2025 spurred by payments, AI: Survey",Neutral,AI
Jul-23-2025,Cointelegraph,‘This isn’t a top’: Here’s why Bitcoin analysts say BTC will break $123K,Neutral,BTC
Jul-23-2025,Cointelegraph,"CoinShares secures French MiCA license, cementing EU presence",Bearish,EU
Jul-23-2025,Cointelegraph,"OpenAI, Oracle expand $500B Stargate spend as Musk unveils bold xAI plan",Bearish,
Jul-23-2025,Cointelegraph,Bitcoin speculators hint at 'local bottom' as buyers target $117.5K,Bullish,
Jul-23-2025,Cointelegraph,"Fees, collateral give DeFi edge as TradFi eyes crypto loans: 1inch exec",Neutral,"F, T"
Jul-23-2025,Cointelegraph,Ozzy Osbourne’s death sparks 400% surge in CryptoBatz NFTs,Bearish,
Jul-23-2025,Cointelegraph,South Korean regulator urges asset managers to limit crypto exposure,Neutral,
Jul-23-2025,Cointelegraph,Colorado pastor and wife indicted in $3.4M crypto scam,Bullish,
Jul-23-2025,Cointelegraph,"Spot Ether ETFs attract $533M, extend 13-day inflow streak to over $4B",Bearish,E
Jul-23-2025,Cointelegraph,This trader turned $6.8K into $1.5M by using a high-risk strategy: Here’s how,Neutral,
Jul-23-2025,Cointelegraph,US looks to grab $7.1M in crypto from oil and gas investment scam,Neutral,US
Jul-23-2025,Cointelegraph,Crypto traders with ‘emotionless approach’ to do well this cycle — Exec,Neutral,
Jul-23-2025,Cointelegraph,Bank of England mulls canning CBDC plan: Report,Neutral,CBDC
Jul-23-2025,Cointelegraph,"SEC approves, then instantly pauses Bitwise’s ETF conversion",Neutral,SEC
Jul-23-2025,Cointelegraph,21Shares files with SEC for spot ONDO ETF,Neutral,"OND, SEC"
Jul-23-2025,Cointelegraph,"Bitcoin hitting $200K this year ‘very improbable,’ says analyst",Bullish,
Jul-23-2025,Cointelegraph,UK to ban public sector from making ransomware payments,Bullish,UK
Jul-23-2025,Cointelegraph,$100B Binance Futures volume backs traders’ ‘altseason’ claim,Bullish,
Jul-23-2025,Cointelegraph,"Bitfarms to buy back 10% of shares, calls stock undervalued",Bullish,
Jul-23-2025,Cointelegraph,"Bitcoin liquidity wars carry on, but BTC price target remains $140K",Bearish,BTC
Jul-23-2025,Cointelegraph,Here’s what happened in crypto today,Neutral,
Jul-23-2025,Cointelegraph,Crypto confusion: 50% of non-investors don’t understand it well enough to buy,Bullish,
Jul-23-2025,Cointelegraph,"Price predictions 7/22: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, HYPE",Neutral,"ADA, BNB, BT, D, ET, SOL, XRP"
Jul-23-2025,Cointelegraph,Boom in RWA tokenization expected after passing of GENIUS Act — Aptos exec,Bearish,RWA
Jul-23-2025,Cointelegraph,PNC Bank to launch crypto trading via Coinbase partnership,Neutral,
Jul-23-2025,,"MEI Pharma Pioneers Litecoin Treasury Strategy With $100 Million Commitment, Stock Surges",Bearish,
Jul-23-2025,Beincrypto,Wall Street Set to Benefit as In-Kind Crypto ETF Redemptions Gain Momentum,Bearish,
Jul-23-2025,Beincrypto,Public Companies’ Bitcoin Bet: Can They Weather the Bear Market Storm?,Neutral,
Jul-23-2025,Beincrypto,"Solana Rises 20% in a Week, But Analyst Warns of LUNA-Like Breakdown Ahead",Bullish,"A, L"
Jul-23-2025,Beincrypto,Skycorp Solar Stock Surges 8.39% After Announcing Ethereum Investment Plans,Bearish,
Jul-23-2025,Beincrypto,BNB Price Hits New All-Time High; 2021 Pattern Signals Altcoin Season Is Imminent,Bearish,BNB
Jul-23-2025,Beincrypto,Bitwise Sees $20 Billion Institutional Surge Ahead for Ethereum,Bearish,
Jul-23-2025,Beincrypto,Jack Dorsey’s Square Begins Onboarding Merchants for Bitcoin Payments,Neutral,
Jul-22-2025,Beincrypto,Ethereum Faces $1.3 Billion Unstaking Wave — Here’s What It Could Mean for ETH,Neutral,
Jul-22-2025,Beincrypto,Elon Musk’s SpaceX Moves $153 Million in Bitcoin Ahead of Tesla Earnings,Neutral,
Jul-22-2025,Beincrypto,More Public Companies Turn to Bitcoin This Week As Corporate Adoption Rises,Neutral,
Jul-22-2025,Beincrypto,Bitcoin Whales Are Potentially Driving an Altcoin Season | Weekly Whale Watch,Bullish,
Jul-18-2025,Beincrypto,Peter Brandt Outlines the Conditions for XLM to Surge Above $7,Bearish,XLM
Jul-18-2025,Beincrypto,Institutional Investors Flock to Ethereum: SharpLink and BitMine Top $1 Billion in ETH,Neutral,E
Jul-18-2025,Beincrypto,"Bitcoin, Ethereum Options Expiry Looms With $5.76 Billion at Stake",Neutral,E
Jul-18-2025,Beincrypto,Will Bitcoin Treasury Companies Kickstart the Next Crypto Bear Market?,Neutral,
Jul-17-2025,Beincrypto,BlackRock Files to Add Staking to Its Ethereum ETF,Neutral,E
Jul-17-2025,Beincrypto,"70% of Bitcoin Users Don’t Understand How It Works, GoMining Survey Finds",Neutral,M
Jul-17-2025,Beincrypto,Ethereum Momentum Fuels Meme Coin Surge While PENGU and PUMP Stumble,Neutral,
Jul-17-2025,Beincrypto,"Ethereum Breaks $3,400: Investors Split Between Accumulation and Profit-Taking",Neutral,
Jul-17-2025,Beincrypto,Did the US Government Sell 85% Of Its Bitcoin Holdings?,Neutral,
Jul-17-2025,Beincrypto,XRP Price Likely To Benefit From the GENIUS Act – Here’s How,Neutral,
Jul-17-2025,Beincrypto,Bitcoin Worth $590 Billion Faces Risks of a Quantum Attack,Bullish,
Jul-16-2025,Beincrypto,"Tether Reaches 160 Billion USDT Milestone, But Major Risks Loom",Bullish,
Jul-16-2025,Beincrypto,Stellar (XLM) Open Interest Hits All-Time High Amid 78% Price Jump,Bearish,
Jul-16-2025,Beincrypto,"Ethereum Overtakes Johnson & Johnson, Becomes 30th Largest Asset Globally",Bearish,
Jul-16-2025,Beincrypto,GameStop CEO Ryan Cohen Mulls Crypto Payments After $500 Million Bitcoin Bet,Bullish,
Jul-16-2025,Beincrypto,XRP vs. XLM: Breaking Down the Reasons Behind Their Unusual Market Correlation,Neutral,"X, XLM"
Jul-16-2025,Beincrypto,Bitcoin Undergoes Key Liquidity Test in July – What Experts Are Saying About the Results,Neutral,
Jul-16-2025,Beincrypto,BitMine Stock Surges Post-Market as Peter Thiel Reveals 9% Stake,Bearish,M
