date,provider,headline,tickers,sentiment
Jul-23-2025,,Canadian New Home Prices Fall for Third Month,,Bullish
Jul-23-2025,Trading Economics,El Salvador Trade Deficit Widens in June,,Bullish
Jul-23-2025,Trading Economics,"Palladium Tops $1,300 on Trade Tensions and Conflict",,Bullish
Jul-23-2025,Trading Economics,US Natgas Prices Fall to 9-Week Low,US,Bullish
Jul-23-2025,Trading Economics,Baltic Dry Index Soars to 1-Year High,,Bearish
Jul-23-2025,Trading Economics,Natural gas Hits 9-week Low,,Bullish
Jul-23-2025,Trading Economics,Kosovo Trade Gap Widens in June,,Bearish
Jul-23-2025,Trading Economics,Nigeria GDP Grow By 3.13% in Q1 2025,,Bearish
Jul-23-2025,Trading Economics,Sugar Falls Toward 4-Year Low,,Bullish
Jul-23-2025,Trading Economics,Oil Falls for 4th Session,,Bullish
Jul-23-2025,Trading Economics,WTI Crude Falls for 4th Session,,Bullish
Jul-23-2025,Trading Economics,Treasury Yields Rebound,,Bullish
Jul-23-2025,Trading Economics,Indian Stocks Close Firmly Higher,,Bearish
Jul-23-2025,Trading Economics,US Futures Surge on Positive Trade Developments,,Bearish
Jul-23-2025,Trading Economics,South African Yields Drop as Inflation Stays Tame,,Bullish
Jul-23-2025,Trading Economics,Copper Rises to Record High,,Bearish
Jul-23-2025,Trading Economics,US Mortgage Rates at 4-Week High: MBA,,Neutral
Jul-23-2025,Trading Economics,US Mortgage Applications Inch Higher,,Bearish
Jul-23-2025,Trading Economics,Steel Hovers at 4-Month High,,Bearish
Jul-23-2025,Trading Economics,Cocoa Market Strength Persists Despite Recent Dip,,Bearish
Jul-23-2025,Trading Economics,Arabica Coffee Market Remains Stable,,Bearish
Jul-23-2025,Trading Economics,The SENSEX Index Closes 0.66% Higher,,Bullish
Jul-23-2025,Trading Economics,UK Natural Gas Futures Hover at 3-Week Low,,Bullish
Jul-23-2025,Trading Economics,Stocks in Bosnia And Herzegovina Hit 16-year High,,Bearish
Jul-23-2025,Trading Economics,Stocks in Italy Hit Near 18-year High,,Bearish
Jul-23-2025,Trading Economics,Slovenia Consumer Confidence Weakens,,Bullish
Jul-23-2025,Trading Economics,Taiwan Retail Sales Contract for Third Consecutive Month,,Bearish
Jul-23-2025,Trading Economics,Euro Remains Close to Four-Year High Amid Renewed Trade Optimism,,Bearish
Jul-23-2025,Trading Economics,Italian Bond Yields Rebound as Trade Hopes Rise,,Bearish
Jul-23-2025,Trading Economics,Hang Seng Rallies to Near 4-Year High at Close,,Bearish
Jul-23-2025,,"MCX to Announce Q1 FY26 Results on August 4, 2025",MCX,Neutral
Jul-23-2025,Moneycontrol,Religare Enterprises: RBI Lifts Corrective Action Plan on Religare Finvest,,Bearish
Jul-23-2025,Moneycontrol,"Tata Power to Hold Analyst Call on August 1, 2025, to Discuss Q1 FY26 Results",,Neutral
Jul-23-2025,Moneycontrol,"This Mukul Agrawal-backed smallcap stock surges 20%, rallies nearly 45% in two weeks",,Bearish
Jul-23-2025,Moneycontrol,Persistent Systems Q1 Net Profit Rises 9.8% YoY to ₹424.9 crore,,Bearish
Jul-23-2025,Moneycontrol,Jaiprakash Power Ventures to Consider Q1 FY26 Results on July 30,,Neutral
Jul-23-2025,Moneycontrol,"NATCO Pharma to Acquire 35.75% Stake in Adcock Ingram for ₹2,000 Crore",,Neutral
Jul-23-2025,Moneycontrol,Thyrocare Q1FY26 Net Profit Jumps 62% YoY to ₹38.06 Crore,,Bearish
Jul-23-2025,Moneycontrol,"Taking Stock: Nifty above 25,200 on buying support, ICICI and HDFC Bank hit record but broader markets underperform",ICICI,Bearish
Jul-23-2025,Moneycontrol,"Aditya Birla Real Estate Q1 FY26 Booking Value Up 61% YoY to ₹4,225 Million",,Bearish
Jul-23-2025,Moneycontrol,Gainers & Losers: Top 10 stocks that moved the most on July 23,,Neutral
Jul-23-2025,Moneycontrol,"MAS Financial Services Q1 Net Profit Rises to ₹83.90 Crore, Up 19.13% YoY",,Bearish
Jul-23-2025,Moneycontrol,Patanjali Foods shares trade flat amid high volume in today's session,,Bullish
Jul-23-2025,Moneycontrol,Neutral Havells India; target of Rs 1680: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,Fortis Healthcare shares jump over 2% amid volume surge,,Bearish
Jul-23-2025,Moneycontrol,Neutral Can Fin Homes; target of Rs 900: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,Sell MRPL; target of Rs 100: Motilal Oswal,MRPL,Neutral
Jul-23-2025,Moneycontrol,Sell India Cements; target of Rs 280: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,"Buy UltraTech Cement; target of Rs 14,600: Motilal Oswal",,Neutral
Jul-23-2025,Moneycontrol,Jain Irrigation Board Meeting on July 26 to Consider Q1 FY26 Results,,Neutral
Jul-23-2025,Moneycontrol,Buy Eternal; target of Rs 330: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,Buy Larsen and Toubro Finance; target of Rs 250: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,Buy J K Cement; target of Rs 7300: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,Buy Transport Corporation of India; target of Rs 1420: Motilal Oswal,,Neutral
Jul-23-2025,Moneycontrol,"Syngene Q1 FY26 Revenue Up 11% YoY to ₹875 Crore, Net Profit Jumps 59%",S,Bearish
Jul-23-2025,Moneycontrol,"SRF Declares ₹4/Share Interim Dividend, Record Date July 29",SRF,Neutral
Jul-23-2025,Moneycontrol,Phoenix Mills share price falls 1.28% amid high volume,,Bullish
Jul-23-2025,Moneycontrol,Kalyan Jewellers India shares rise 2.18%; among top gainers on Nifty Midcap 150,,Bearish
Jul-23-2025,Moneycontrol,"Vishnu Chemicals Announces AGM on August 14, 2025, to Approve Final Dividend of ₹0.30 Per Share",AG,Neutral
Jul-23-2025,Moneycontrol,Tata Consultancy Services shares rise over 0.5% in Wednesday's session,,Bearish
Jul-23-2025,,Travel & Leisure Co. SEC 10-Q Report,SEC,Neutral
Jul-23-2025,TradingView,"John Marshall Bancorp, Inc. Reports Q2 2025 Financial Results",,Neutral
Jul-23-2025,TradingView,PROG Holdings Reports Second Quarter 2025 Results,,Neutral
Jul-23-2025,TradingView,NextEra Energy Reports Strong Second-Quarter 2025 Financial Results,,Bearish
Jul-23-2025,TradingView,NEXTERA ENERGY INC SEC 10-Q Report,SEC,Neutral
Jul-23-2025,TradingView,Stock Yards Bancorp Reports Record Second Quarter Earnings,,Bearish
Jul-23-2025,TradingView,Fiserv Reports Second Quarter 2025 Results,,Neutral
Jul-23-2025,TradingView,CME Group Inc. Reports All-Time Record Revenue for Q2 2025,C,Bearish
Jul-23-2025,TradingView,"Healthcare Services Group, Inc. Reports Second Quarter Results",,Bullish
Jul-23-2025,TradingView,Mr. Cooper Group Inc. SEC 10-Q Report,SEC,Neutral
Jul-23-2025,TradingView,Lennox Reports Second Quarter Results,,Neutral
Jul-23-2025,TradingView,AT&T Reports Strong Second-Quarter Financial Performance,,Bearish
Jul-23-2025,TradingView,Hasbro Reports Second Quarter 2025 Financial Results,,Neutral
Jul-23-2025,TradingView,Boston Scientific Q2 2025 Financial Results,,Neutral
Jul-23-2025,TradingView,"Prosperity Bancshares, Inc. Reports Second Quarter 2025 Earnings",,Neutral
Jul-23-2025,TradingView,GE Vernova Inc. SEC 10-Q Report,SEC,Neutral
Jul-23-2025,TradingView,Taylor Morrison Reports Second Quarter 2025 Results,,Neutral
Jul-23-2025,TradingView,Otis Worldwide Corporation Reports Second Quarter 2025 Results,,Neutral
Jul-23-2025,TradingView,Thermo Fisher Scientific Reports Second Quarter 2025 Results,,Neutral
Jul-23-2025,TradingView,Aquaron Acquisition Corp. SEC 10-Q Report,SEC,Neutral
Jul-23-2025,TradingView,LCID: Lucid Stock Powers Up 11% After Greenlight to Use Tesla’s Charging Network,,Bearish
Jul-23-2025,TradingView,Natera Executives and Directors Conduct Stock Transactions,,Neutral
Jul-23-2025,,Forget the Hype—TSMC Is the AI Stock That Actually Delivers,TSMC,Neutral
Jul-23-2025,MarketBeat,Block Levels Up: What S&P 500 Inclusion Means for Investors,S & P,Neutral
Jul-23-2025,MarketBeat,Steel Dynamics Stock Steady on Long-Term Prospects,,Bearish
Jul-22-2025,MarketBeat,"Defense Sector Q2 Recap: Lockheed, RTX, Northrop Grumman",RTX,Neutral
Jul-23-2025,,The dead don’t spend Bitcoin: How to set up a crypto inheritance plan (before it’s too late),,Neutral
Jul-23-2025,Cointelegraph,"Crypto entrepreneurs were fleeing America, but we can bring them back",,Neutral
Jul-23-2025,Cointelegraph,"Goldman Sachs, BNY Mellon to offer tokenized money market funds for clients",,Neutral
Jul-23-2025,Cointelegraph,How high can XRP price go from its $3.66 multimonth high?,X,Neutral
Jul-23-2025,Cointelegraph,"Crypto adoption in 2025 spurred by payments, AI: Survey",AI,Neutral
Jul-23-2025,Cointelegraph,‘This isn’t a top’: Here’s why Bitcoin analysts say BTC will break $123K,BTC,Neutral
Jul-23-2025,Cointelegraph,"CoinShares secures French MiCA license, cementing EU presence",EU,Bearish
Jul-23-2025,Cointelegraph,"OpenAI, Oracle expand $500B Stargate spend as Musk unveils bold xAI plan",,Bearish
Jul-23-2025,Cointelegraph,Bitcoin speculators hint at 'local bottom' as buyers target $117.5K,,Bullish
Jul-23-2025,Cointelegraph,"Fees, collateral give DeFi edge as TradFi eyes crypto loans: 1inch exec","F, T",Neutral
Jul-23-2025,Cointelegraph,Ozzy Osbourne’s death sparks 400% surge in CryptoBatz NFTs,,Bearish
Jul-23-2025,Cointelegraph,South Korean regulator urges asset managers to limit crypto exposure,,Neutral
Jul-23-2025,Cointelegraph,Colorado pastor and wife indicted in $3.4M crypto scam,,Bullish
Jul-23-2025,Cointelegraph,"Spot Ether ETFs attract $533M, extend 13-day inflow streak to over $4B",E,Bearish
Jul-23-2025,Cointelegraph,This trader turned $6.8K into $1.5M by using a high-risk strategy: Here’s how,,Neutral
Jul-23-2025,Cointelegraph,US looks to grab $7.1M in crypto from oil and gas investment scam,US,Neutral
Jul-23-2025,Cointelegraph,Crypto traders with ‘emotionless approach’ to do well this cycle — Exec,,Neutral
Jul-23-2025,Cointelegraph,Bank of England mulls canning CBDC plan: Report,CBDC,Neutral
Jul-23-2025,Cointelegraph,"SEC approves, then instantly pauses Bitwise’s ETF conversion",SEC,Neutral
Jul-23-2025,Cointelegraph,21Shares files with SEC for spot ONDO ETF,"OND, SEC",Neutral
Jul-23-2025,,"MEI Pharma Pioneers Litecoin Treasury Strategy With $100 Million Commitment, Stock Surges",,Bearish
Jul-23-2025,Beincrypto,Wall Street Set to Benefit as In-Kind Crypto ETF Redemptions Gain Momentum,,Bearish
Jul-23-2025,Beincrypto,Public Companies’ Bitcoin Bet: Can They Weather the Bear Market Storm?,,Neutral
Jul-23-2025,Beincrypto,"Solana Rises 20% in a Week, But Analyst Warns of LUNA-Like Breakdown Ahead","A, L",Bullish
Jul-23-2025,Beincrypto,Skycorp Solar Stock Surges 8.39% After Announcing Ethereum Investment Plans,,Bearish
Jul-23-2025,Beincrypto,BNB Price Hits New All-Time High; 2021 Pattern Signals Altcoin Season Is Imminent,BNB,Bearish
Jul-23-2025,Beincrypto,Bitwise Sees $20 Billion Institutional Surge Ahead for Ethereum,,Bearish
Jul-23-2025,Beincrypto,Jack Dorsey’s Square Begins Onboarding Merchants for Bitcoin Payments,,Neutral
Jul-23-2025,,"Enphase Energy Q2 Earnings Beat Estimates, Revenues Rise Y/Y",,Bearish
Jul-23-2025,Zacks,"COF Up on Q2 Earnings Beat, Discover Deal Boosts NII and Fee Income",,Bearish
Jul-23-2025,Zacks,Can AngloGold Ashanti Maintain Its Strong Free Cash Flow Growth?,,Bearish
Jul-23-2025,Zacks,Centrus Energy Delivers Steady Revenue Growth: Is It Sustainable?,,Bearish
Jul-23-2025,Zacks,3 Lord Abbett Mutual Funds Offering Stability in Uncertain Times,,Neutral
Jul-23-2025,Zacks,Factors You Need to Know Ahead of NOV's Q2 Earnings Release,,Neutral
Jul-23-2025,Zacks,Why Investors Should Keep Suncor Energy in Their Portfolios for Now,,Neutral
Jul-23-2025,Zacks,What's Shaping CVS' Health Care Benefits Arm for the Rest of 2025?,CVS,Neutral
Jul-23-2025,Zacks,Chevron vs. Shell in Gulf of America: Who's Got the Edge?,,Neutral
Jul-23-2025,Zacks,Barrick Mining vs. Newmont: Which Gold Giant Is the Better Bet Now?,,Neutral
Jul-23-2025,Zacks,AEM's Solid Cash Flow Driving Investor Returns: Can It Deliver More?,AEM,Bearish
Jul-23-2025,Zacks,DOW Gears Up for Q2 Earnings: What's in the Cards for the Stock?,,Neutral
Jul-23-2025,Zacks,3 Small-Cap Growth Mutual Funds for Outstanding Returns,,Neutral
Jul-23-2025,Zacks,New Strong Sell Stocks for July 23rd,,Neutral
Jul-23-2025,Zacks,Why You Should Buy Gold Mining ETFs Now,,Neutral
Jul-23-2025,Zacks,New Strong Buy Stocks for July 23rd,,Neutral
Jul-23-2025,Zacks,Cybersecurity ETFs to Tap as Cyber Threats Grip Tech Community,,Neutral
Jul-23-2025,Zacks,"The Zacks Analyst Blog Highlights Hims & Hers Health, Teladoc Health and American Well",,Neutral
Jul-23-2025,Zacks,"The Zacks Analyst Blog Highlights NVIDIA, Amazon.com, Meta Platforms, Air T and Crown Crafts",,Neutral
Jul-23-2025,Zacks,The Zacks Analyst Blog Highlights Visa and Affirm Holdings,,Neutral
Jul-23-2025,Zacks,"Zacks Industry Outlook Highlights Caterpillar, Komatsu, Terex and Hyster-Yale",,Neutral
Jul-23-2025,Zacks,Gold Miners ETF (SGDJ) Hits New 52-Week High,,Bearish
Jul-23-2025,Zacks,"Zacks Industry Outlook Highlights CGI Group, CSG Systems International and Innodata",,Neutral
Jul-23-2025,Zacks,"Zacks Industry Outlook Highlights Iron Mountain, TransUnion and uCloudlink",,Neutral
Jul-23-2025,Zacks,"Zacks.com featured highlights CVS Health, Signet Jewelers, KB Financial, Affiliated Managers and PagSeguro Digital",C,Neutral
Jul-23-2025,Zacks,Bear of the Day: Atlassian (TEAM),,Neutral
Jul-23-2025,Zacks,Bull of the Day: Meta Platforms (META),ME,Neutral
Jul-23-2025,Zacks,Zacks Investment Ideas feature highlights: United Rentals and Herc,,Neutral
Jul-23-2025,Zacks,"I Got 99 Problems, But My Debt Ain't One",,Neutral
Jul-23-2025,,"Amphenol (NYSE:APH) Reports Bullish Q2, Stock Soars",,Bearish
Jul-23-2025,Stock Story,"Lamb Weston (NYSE:LW) Surprises With Q2 Sales, Stock Soars",,Bearish
Jul-23-2025,Stock Story,United Community Banks (NYSE:UCB) Posts Q2 Sales In Line With Estimates But Stock Drops,UCB,Bearish
Jul-23-2025,Stock Story,Mr. Cooper Group (NASDAQ:COOP) Reports Q2 In Line With Expectations,,Bearish
Jul-23-2025,Stock Story,Popular (NASDAQ:BPOP) Delivers Impressive Q2,,Bearish
Jul-23-2025,Stock Story,Teledyne (NYSE:TDY) Surprises With Q2 Sales,,Neutral
Jul-23-2025,Stock Story,AT&T (NYSE:T) Surprises With Q2 Sales,,Neutral
Jul-23-2025,Stock Story,General Dynamics (NYSE:GD) Reports Upbeat Q2,,Neutral
Jul-23-2025,Stock Story,BankUnited (NYSE:BKU) Beats Expectations in Strong Q2,,Bearish
Jul-23-2025,Stock Story,Lennox (NYSE:LII) Beats Q2 Sales Targets,,Bearish
Jul-23-2025,Stock Story,Hasbro (NASDAQ:HAS) Delivers Impressive Q2,,Bearish
Jul-23-2025,Stock Story,Prosperity Bancshares (NYSE:PB) Misses Q2 Revenue Estimates,,Neutral
Jul-23-2025,Stock Story,"Boston Scientific (NYSE:BSX) Reports Bullish Q2, Guides for Strong Sales Next Quarter",BS,Bearish
Jul-23-2025,Stock Story,Taylor Morrison Home (NYSE:TMHC) Posts Better-Than-Expected Sales In Q2,,Bearish
Jul-23-2025,Stock Story,"Otis (NYSE:OTIS) Reports Sales Below Analyst Estimates In Q2 Earnings, Stock Drops",O,Bullish
Jul-23-2025,Stock Story,Travel + Leisure (NYSE:TNL) Surprises With Q2 Sales,T,Neutral
Jul-23-2025,Stock Story,Hilton (NYSE:HLT) Beats Q2 Sales Targets,,Bearish
Jul-23-2025,Stock Story,Thermo Fisher (NYSE:TMO) Posts Better-Than-Expected Sales In Q2,,Bearish
Jul-23-2025,Stock Story,"PEBO Q2 Deep Dive: Loan Growth Offsets Credit Pressures, Margin Outlook Stable","BO, P",Bearish
Jul-23-2025,Stock Story,RTX Q2 Deep Dive: Strong Demand and Bookings Offset by Margin Pressures and Tariffs,,Bearish
Jul-23-2025,Stock Story,"NOC Q2 Deep Dive: Defense Demand, International Growth, and Key Program Progress Drive Results",,Bearish
Jul-23-2025,Stock Story,"DGX Q2 Deep Dive: Acquisitions, Advanced Diagnostics, and Utilization Trends Drive Growth",,Bearish
Jul-23-2025,Stock Story,"VMI Q2 Deep Dive: Realignment Costs, Margin Pressure, and Utility Backlog Shape Outlook",,Bullish
Jul-23-2025,Stock Story,KO Q2 Deep Dive: Volume Declines Offset by Pricing and Margin Gains Amid Dynamic Environment,,Bullish
Jul-23-2025,Stock Story,EFX Q2 Deep Dive: Mixed Outlook as Mortgage Gains Offset by Government and Hiring Uncertainty,,Bullish
Jul-23-2025,Stock Story,SHW Q2 Deep Dive: Market Share Gains Offset by Weak Demand and Margin Pressure,,Bearish
Jul-23-2025,Stock Story,IPG Q2 Deep Dive: Strategic Transformation and Omnicom Deal Shape Outlook,"IPG, O",Neutral
Jul-23-2025,Stock Story,"GM Q2 Deep Dive: Tariffs, EV Scaling, and Margin Pressures Shape Outlook",GM,Bullish
Jul-23-2025,Stock Story,IQV Q2 Deep Dive: AI Initiatives and Pipeline Growth Drive Outperformance Amid Margin Pressures,,Bullish
Jul-23-2025,Stock Story,"LMT Q2 Deep Dive: Charges on Legacy Programs Weigh on Results, Guidance Reconfirmed",LMT,Bullish
Jul-23-2025,,"Evening Wrap: ASX 200 nears record levels as miners and energy stocks rally, Paladin Energy and Telix smashed",,Bearish
Jul-23-2025,Market Index,"Macquarie backs Harvey Norman, Coles and Bega Cheese as consumer stocks turn expensive",,Bullish
Jul-23-2025,Dow Jones Newswires,Online Slots Machines: Are They Worth It?,,Neutral
Jul-23-2025,NewsBTC,Online Slots Real Money No Down Payment: A Guide to Winning Huge Without Investing a Dollar,,Neutral
Jul-23-2025,NewsBTC,Largest bitcoin miner MARA plans $850 million convertible note offering to buy BTC and restructure debt,"BTC, MARA",Neutral
Jul-23-2025,The Block,The dead don’t spend Bitcoin: How to set up a crypto inheritance plan (before it’s too late),,Neutral
Jul-23-2025,Cointelegraph,"Goldman Sachs, BNY Collaboration to Support Increased Tokenization of Financial Assets",,Bearish
Jul-23-2025,Dow Jones Newswires,"Crypto entrepreneurs were fleeing America, but we can bring them back",,Neutral
Jul-23-2025,Cointelegraph,"Goldman, BNY team up to launch tokens tied to money market funds",BNY,Neutral
Jul-23-2025,Reuters,"Goldman Sachs, BNY Mellon to offer tokenized money market funds for clients",,Neutral
Jul-23-2025,Cointelegraph,400% Rally Predicted for Shiba Inu’s SHIB: Analyst Explains How,,Neutral
Jul-23-2025,CryptoPotato,"Goldman, BNY to Open Path for Institutional Investors to Buy Tokenized Money Market Funds, CNBC Reports",BN,Neutral
Jul-23-2025,Dow Jones Newswires,"Akash Network Price Prediction 2025, 2026 – 2030: Will AKT Price Hit $10?",,Neutral
Jul-23-2025,Coinpedia,Solana Could Skyrocket To $500 This Bull Run: Analyst,,Neutral
Jul-23-2025,Coinpedia,"Ethereum rally driven by structural demand surge, says Bitwise",E,Bearish
Jul-23-2025,The Block,"Why Worldcoin Price Is Up Today, Is Now the Time to Buy WLD?",,Neutral
Jul-23-2025,Coinpedia,"Peanut the Squirrel Price Prediction 2025, 2026 – 2030: Will PNUT Price 10X?",,Neutral
Jul-23-2025,Coinpedia,Crypto News: ARK Invest Acquires $182 Million of BitMine Shares,,Neutral
Jul-23-2025,Coinpedia,Worldcoin (WLD) Price Eyes $1.50 Breakout—Will the Current Pullback Hinder the 30% Rally Ahead?,,Bullish
Jul-23-2025,Coinpedia,"Bitcoin $250,000, Ether $10,000 By Year-End? Arthur Hayes Thinks So",E,Neutral
Jul-23-2025,NewsBTC,"Crypto adoption in 2025 spurred by payments, AI: Survey",AI,Neutral
Jul-23-2025,Cointelegraph,"eCash Price Prediction 2025, 2026 – 2030: Will XEC Price Record 2X Surge?",XEC,Neutral
Jul-23-2025,Coinpedia,Sign in to read exclusive news,,Neutral
Jul-23-2025,MarketWatch,‘This isn’t a top’: Here’s why Bitcoin analysts say BTC will break $123K,BTC,Neutral
Jul-23-2025,Cointelegraph,"XRP Lawyer John Deaton Slams ABA Over Ripple, Circle Bank License Block","ABA, X",Bullish
Jul-23-2025,Coinpedia,"Dogecoin Price Prediction 2025, 2026 – 2030: Will DOGE Reach 1 Dollar?",,Neutral
Jul-23-2025,Coinpedia,"Solana Price Prediction 2025, 2026 – 2030: SOL Price Targets $500 Next?",SOL,Neutral
Jul-23-2025,Coinpedia,XRP Set to Skyrocket? Analyst Predicts $13 in 6 Weeks,,Neutral
Jul-23-2025,Coinpedia,"Binance Coin Price Prediction 2025, 2026 – 2030: Will BNB Hit $1000?",BNB,Neutral
Jul-23-2025,Coinpedia,"XRP Trader Reveals 14x Gains, Predicts $5 as Next Stop",,Bearish
Jul-23-2025,,Foreign demand for US Treasuries holds off bond vigilantes: McGeever,,Bullish
Jul-23-2025,Reuters,Crypto miner Mara falls on planned $850 million convertible bonds offering,,Bullish
Jul-23-2025,Reuters,India bonds end steady as lack of cues continue to dominate,,Bearish
Jul-23-2025,Reuters,"Greece raises 600 mln euros from six-month T-bills, yield drops",,Bearish
Jul-23-2025,Reuters,"Embassy REIT accepts bids for 10-year bonds with 5-year put option, bankers say",,Neutral
Jul-23-2025,Reuters,"SIDBI accepts bids for over 3-year bonds, bankers say","IDBI, S",Bearish
Jul-23-2025,Reuters,Japan's Nikkei soars to one-year peak on trade deal; bonds slide,,Bullish
Jul-23-2025,Reuters,"Vietnam raises $326 mln in govt bond auction, coupons hit year's high",,Bearish
Jul-23-2025,Reuters,Vietnam raises $326 mln in government bond auction,,Bearish
Jul-23-2025,Reuters,"Rise in overnight swap rate, lower US bond yields boost forward premiums",US,Bearish
Jul-23-2025,Reuters,REG - iShares V ibonds D26 - Net Asset Value(s),REG,Neutral
Jul-23-2025,London Stock Exchange,REG - iShares V ibonds D28 - Net Asset Value(s),REG,Neutral
Jul-23-2025,London Stock Exchange,India bonds little changed as traders await fresh cues,,Neutral
Jul-23-2025,,WHO sees 'deadly' surge in malnutrition in Gaza,WHO,Bullish
Jul-23-2025,ReutersRefinitiv,"Most Gulf stocks rebound on earnings, US-Japan trade deal",US,Bearish
Jul-23-2025,Reuters,Al Abdullatif Industrial Investment Signs Contract To Sell A Building,,Bearish
Jul-23-2025,Reuters,ABO Moati H2 Dividend Per Share Sar 0.5,,Neutral
Jul-23-2025,Reuters,Multiply Group Completes Acquisition Of Tendam,,Neutral
Jul-23-2025,Reuters,Oramed Pharmaceuticals Enters Option Agreement With Scilex For Warrant Repurchase,,Bearish
Jul-23-2025,Reuters,Global-E Online Entered Into First Amendment To Global Service Agreement With DHL International,,Bearish
Jul-23-2025,Reuters,Netas Telekomunikasyon Says It Signs Strategic Cooperation Agreement With Aspilsan Enerji,,Bearish
Jul-23-2025,Reuters,"Law firm Clifford Chance reports 9% revenue gain, citing US, Middle East growth",US,Bearish
Jul-23-2025,Reuters,United Development H1 Profit 147.1 Million Riyals,R,Neutral
Jul-23-2025,Reuters,ADIB Q2 Profit Rises,ADIB,Bearish
Jul-23-2025,Reuters,Sukoon Takaful Q2 Profit 4.1 Mln Dirhams,,Neutral
Jul-23-2025,Reuters,Cognyte Software Wins About $10 Million Deal With Tier 1 Military Organization In EMEA,EMEA,Bearish
Jul-23-2025,Reuters,Kuwait Investment Signs Agreement With Goldman Sachs To Launch Investment Product In Kuwait,,Bearish
Jul-23-2025,Reuters,Bookrunner Says Acwa Power Rump Placing C. 1.275M Shares Allocations Are Released,,Neutral
Jul-23-2025,Reuters,Future Kid Appoints Ahmad Wael Ahmad Saud Al-Khaled As Acting CEO,,Neutral
Jul-23-2025,Reuters,"Iranian satellite to be launched on Russian rocket, Tasnim says",,Neutral
Jul-23-2025,Reuters,Purple Biotech Ltd Expect Our Financial Runway To Extend Into Mid-2026,,Bearish
Jul-23-2025,Reuters,Solidarity Bahrain Complets Issuance of 43 Mln Dinars Debt Instruments,,Neutral
Jul-23-2025,Reuters,Sukoon Insurance Q2 Net Profit 90.2 Million Dirhams,,Neutral
Jul-23-2025,Reuters,Commercial Bank Of Dubai Q2 Net Profit Rises,,Bearish
Jul-23-2025,Reuters,Ukrainian delegation arrives in Turkey for talks with Russia,,Neutral
Jul-23-2025,Reuters,Singapore Post Says Simon Claude Israel Step Downs As Chairman,,Bullish
Jul-23-2025,Acceswire,"Century Investment Group Q2 Profit 149,719 Dinars",,Neutral
Jul-23-2025,Reuters,Trust International Islamic Bank Q2 Net Loss 4.18 Billion Dinars,,Bullish
Jul-23-2025,Reuters,Combined Group Contracting Signs Contract With Rak Government Public Services Department,,Bearish
Jul-23-2025,Reuters,Aselsan Says It Signs Agreement Worth $169.7 Million With Turkish Secretariat Of Defence Industries,,Bearish
Jul-23-2025,Reuters,Ezdan Holding H1 Net Profit 422.9 Million Riyals,R,Neutral
Jul-23-2025,Reuters,Azeri BTC oil loadings at Ceyhan resume after contamination scare,"A, BTC",Neutral
Jul-23-2025,Dow Jones Newswires,India Dr Reddy's Exec Says Co Planning To Launch Generic Semaglutide In 87 Countries Next Year,,Neutral
Jul-23-2025,Reuters,Brazil's WEG reports Q2 earnings miss amid global volatility,WEG,Bullish
Jul-23-2025,Reuters,Lojas Renner: Wellington Management Group LLP Now Has A 5.15% Stake,,Neutral
Jul-23-2025,Dow Jones Newswires,Petrobras: ANP Approves Production Unitization Agreement For Jubarte's Pre-Salt Output,ANP,Bearish
Jul-23-2025,Reuters,Magma Silver Provides Update on Community Relations in Peru,,Neutral
Jul-23-2025,Newsfile Corp.,"Brazil's WEG reports 10.4% rise in second-quarter net profit, but misses forecasts",WEG,Bearish
Jul-23-2025,Reuters,Chile's government to expropriate land tied to Pinochet-era torture,,Neutral
Jul-23-2025,Reuters,G Mining Ventures Provides Update On Gurupi Project Licensing Process In Brazil Following Court Ruling,,Neutral
Jul-23-2025,Reuters,REG - FRK Brazil ETF $ - Net Asset Value(s),"F, REG, RK",Neutral
Jul-23-2025,London Stock Exchange,Mergers and acquisitions,,Neutral
Jul-23-2025,Reuters,UK's Hochschild rises on stronger-than-expected quarterly silver output,UK,Bearish
Jul-23-2025,Dow Jones Newswires,Saab Gets A SEK 1.8 Bln Order From The Czech Republic,,Bearish
Jul-23-2025,Dow Jones Newswires,"Hochschild Mining Says On Track To Meet 2025 Attributable Production Targets At Inmaculada, San Jose Mines",,Bearish
Jul-23-2025,Reuters,"India working on rare earths pacts with Brazil, Dominican Republic",,Bearish
Jul-23-2025,Reuters,Anatel Approves Wyld Connect Terminal Wt433 For Brazil,,Neutral
Jul-23-2025,Reuters,REG - Hochschild MiningPLC - Q2 2025 Production Report,REG,Neutral
Jul-23-2025,London Stock Exchange,Australia's Lake Resources soars on new funds for Argentina lithium project,,Bearish
Jul-23-2025,,REG - British Land Co PLC - Director/PDMR Shareholding,"PD, REG",Neutral
Jul-23-2025,London Stock ExchangeRefinitiv,S&P Global And Barclays Partner On A Multi-Year Strategic Agreement,,Bearish
Jul-23-2025,ReutersRefinitiv,REG - Evelyn Partners Grp Warehouse REIT PLC Tritax Big Box REIT - Form 8.3 - Tritax Big Box Reit PLC,REG,Neutral
